BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,YEAR BUILT,SALE PRICE,SALE DATE
5,GREAT KILLS,09 COOPS - WALKUP APARTMENTS               ,2,4640,22,"3745 AMBOY RD, 10B",10308,0,0,0,0,1974,170000,6/14/2017
1,TRIBECA,13 CONDOS - ELEVATOR APARTMENTS            ,2,140,1066,303 GREENWICH STREET,10013,1,0,1,0,0,2050000,3/13/2017
4,FLUSHING-SOUTH,09 COOPS - WALKUP APARTMENTS               ,2,6587,6,"78-17 PARK DRIVE EAST, 1E",11367,0,0,0,0,1937,225000,1/17/2017
3,GRAVESEND,02 TWO FAMILY DWELLINGS                    ,1,7095,6,86 AVENUE T,11223,2,0,2,2000,1950,800000,4/6/2017
1,UPPER EAST SIDE (59-79),02 TWO FAMILY DWELLINGS                    ,1,1404,43,174 EAST 70TH   STREET,10021,2,0,2,1818,1901,11200000,5/8/2017
2,SOUNDVIEW,03 THREE FAMILY DWELLINGS                  ,1,3731,66,1033 UNDERHILL AVENUE,10472,3,0,3,3050,1960,470000,5/15/2017
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1554,1033,1760 2 AVENUE,10128,1,0,1,0,0,879000,7/17/2017
4,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,4952,1239,136-21 LATIMER PLACE,11354,1,0,1,0,2013,501930,3/23/2017
1,MORNINGSIDE HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2,1993,21,"3115 BROADWAY, 42",10027,0,0,0,0,1920,360000,5/11/2017
3,PARK SLOPE,09 COOPS - WALKUP APARTMENTS               ,2C,975,56,"403 THIRD STREET, 3",11215,0,0,0,0,1930,990000,6/28/2017
4,LITTLE NECK,10 COOPS - ELEVATOR APARTMENTS             ,2,8256,108,"54-40 LITTLE NECK PARKWAY, 6A",11362,0,0,0,0,1962,113000,2/27/2017
3,SUNSET PARK,02 TWO FAMILY DWELLINGS                    ,1,739,69,521 45TH STREET,11220,2,0,2,1995,1901,770000,2/17/2017
1,TRIBECA,13 CONDOS - ELEVATOR APARTMENTS            ,2,16,3803,2 RIVER TERRACE,0,1,0,1,0,2006,4275000,6/29/2017
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,11026,381,114-32 208TH STREET,11411,1,0,1,3000,1930,212000,6/22/2017
5,TOMPKINSVILLE,02 TWO FAMILY DWELLINGS                    ,1,579,83,204 WARD AVENUE,10304,2,0,2,3472,1989,0,7/27/2017
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS                    ,1,725,66,100 QUINLAN AVENUE,10314,1,0,1,4880,1950,518000,7/20/2017
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS                    ,1,8914,564,115 NOEL AVENUE,11229,1,0,1,1800,1925,275806,1/27/2017
2,BEDFORD PARK/NORWOOD,29 COMMERCIAL GARAGES                      ,4,3311,32,3168 VILLA AVENUE,10468,0,0,0,5000,0,0,6/14/2017
1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,842,7,"7 EAST 14TH STREET, 919",10003,0,0,0,0,1965,908000,2/16/2017
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,5716,265,"2465 PALISADE AVENUE, 3J",10463,0,0,0,0,1958,398000,4/26/2017
3,WYCKOFF HEIGHTS,14 RENTALS - 4-10 UNIT                     ,2A,3200,33,60 ST NICHOLAS AVENUE,11237,5,1,6,1800,1931,2200000,8/2/2017
3,BATH BEACH,02 TWO FAMILY DWELLINGS                    ,1,6365,61,8646 17TH AVENUE,11214,2,0,2,3178,1950,0,6/28/2017
3,DOWNTOWN-METROTECH,13 CONDOS - ELEVATOR APARTMENTS            ,2,2049,1052,176 JOHNSON STREET,11201,1,0,1,0,1926,758298,4/17/2017
3,OCEAN PARKWAY-NORTH,14 RENTALS - 4-10 UNIT                     ,2B,6573,18,1662 CONEY ISLAND AVENUE,11230,6,1,7,2000,1921,0,5/24/2017
4,WOODSIDE,02 TWO FAMILY DWELLINGS                    ,1,1299,58,67-07 41 AVENUE,11377,2,0,2,692,2010,0,5/8/2017
1,MURRAY HILL,10 COOPS - ELEVATOR APARTMENTS             ,2,895,66,"140 EAST 40TH STREET, 3A",10016,0,0,0,0,1931,600000,8/3/2017
1,SOHO,13 CONDOS - ELEVATOR APARTMENTS            ,2,594,1370,505 GREENWICH STREET,10013,1,0,1,0,2003,1600000,6/30/2017
1,SOHO,10 COOPS - ELEVATOR APARTMENTS             ,2,515,37,"133 WOOSTER STREET, 5F",10012,0,0,0,0,1900,2100000,2/17/2017
1,UPPER WEST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1195,48,"32 WEST 82ND STREET, 6F",10024,0,0,0,0,1926,545000,6/12/2017
4,FLUSHING-SOUTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6698,40,"150-30 71ST AVENUE, 329",11367,0,0,0,0,1952,30426,1/5/2017
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS                    ,1,4674,36,512 MEDINA STREET,10306,1,0,1,3300,1996,367000,1/30/2017
3,GERRITSEN BEACH,31 COMMERCIAL VACANT LAND                  ,4,8946,60,78 EBONY COURT,11229,0,0,0,2610,0,170000,8/4/2017
3,BROWNSVILLE,02 TWO FAMILY DWELLINGS                    ,1,3580,33,296 GRAFTON ST,11212,2,0,2,2500,1930,300000,5/23/2017
3,BEDFORD STUYVESANT,47 CONDO NON-BUSINESS STORAGE              ,4,1715,1003,727 BEDFORD AVENUE,11205,0,0,1,0,0,10000,4/19/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,7967,24,88-43 WINCHESTER BOULEVARD,11427,1,0,1,2300,1930,450000,5/16/2017
4,MASPETH,02 TWO FAMILY DWELLINGS                    ,1,2334,8,48-41 61ST STREET,11377,2,0,2,2000,1940,949000,3/2/2017
1,SOHO,13 CONDOS - ELEVATOR APARTMENTS            ,2,594,1377,505 GREENWICH STREET,10013,1,0,1,0,2003,1390500,1/6/2017
3,CROWN HEIGHTS,07 RENTALS - WALKUP APARTMENTS             ,2B,1340,38,1596 PACIFIC STREET,11213,8,0,8,1740,1910,0,6/26/2017
4,OZONE PARK,01 ONE FAMILY DWELLINGS                    ,1,11364,38,133-31 84TH STREET,11417,1,0,1,2000,1940,560000,3/31/2017
3,CANARSIE,04 TAX CLASS 1 CONDOS                      ,1A,8060,1218,1227 EAST 80TH   STREET,11236,1,0,1,0,0,208254,5/10/2017
3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,1,1756,69,167 VERNON AVENUE,11206,2,0,2,1875,1899,1400000,1/10/2017
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1473,18,"440 EAST 79TH STREET, 12F",10075,0,0,0,0,1956,660000,5/11/2017
3,CONEY ISLAND,14 RENTALS - 4-10 UNIT                     ,2A,7022,29,2850 WEST 15TH STREET,11224,5,1,6,4750,1932,0,4/17/2017
3,MADISON,01 ONE FAMILY DWELLINGS                    ,1,7689,41,1525 EAST 28TH STREET,11229,1,0,1,3000,1925,820000,8/30/2017
3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS                  ,1,1591,64,297 HART STREET,11206,3,0,3,1600,1899,0,8/1/2017
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1369,2,"411 EAST 57TH   STREET, 11F",10022,0,0,0,0,1959,550000,8/2/2017
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6201,47,7322 15 AVENUE,11228,2,1,3,1800,1931,980000,8/9/2017
1,GREENWICH VILLAGE-CENTRAL,10 COOPS - ELEVATOR APARTMENTS             ,2,523,38,"88 BLEECKER STREET, 2T",10012,0,0,0,0,1961,575000,6/28/2017
1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,851,1428,5 EAST 22ND   STREET,10010,1,0,1,0,1983,0,7/11/2017
4,MIDDLE VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,3011,56,64-25 83RD   STREET,11379,1,0,1,1942,1930,760000,7/12/2017
1,SOHO,09 COOPS - WALKUP APARTMENTS               ,2C,473,130,"37B CROSBY STREET, 1",10013,0,0,0,0,1900,1862000,8/10/2017
3,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS                    ,1,1328,60,247 LINCOLN ROAD,11225,1,0,1,2050,1905,2100000,6/23/2017
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS             ,2,5713,107,"290 WEST 232ND STREET, 19E",10463,0,0,0,0,1966,140000,5/5/2017
3,CLINTON HILL,10 COOPS - ELEVATOR APARTMENTS             ,2,1905,1,"185 HALL STREET, 403",11205,0,0,0,0,1958,0,6/30/2017
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5495,1018,"1170 OCEAN PARKWAY, 3K",11230,0,0,0,0,1965,365000,7/25/2017
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7742,3,"73-96 SPRINGFIELD BOULEVAR, 75A1",11364,0,0,0,0,1952,10000,2/2/2017
1,GRAMERCY,13 CONDOS - ELEVATOR APARTMENTS            ,2,882,1232,88 LEXINGTON AVENUE,10016,1,0,1,0,1927,1838539,4/19/2017
4,REGO PARK,10 COOPS - ELEVATOR APARTMENTS             ,2,3155,1,"66-01 BURNS STREET, 6L",11374,0,0,0,0,1963,185000,6/14/2017
4,ELMHURST,10 COOPS - ELEVATOR APARTMENTS             ,2,1507,5,"8114 BAXTER AVE, 1C",11373,0,0,0,0,1963,0,1/2/2017
4,DOUGLASTON,02 TWO FAMILY DWELLINGS                    ,1,8300,207,71-11 242ND STREET,11362,2,0,2,6960,1950,0,4/25/2017
3,SHEEPSHEAD BAY,02 TWO FAMILY DWELLINGS                    ,1,7428,64,2435 BRAGG STREET,11235,2,0,2,2000,1955,770000,4/4/2017
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1363,16,"439 EAST 51ST ST, SR4",10022,0,0,0,0,1925,0,3/28/2017
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1387,1,"910 5TH AVENUE, 9D",10021,0,0,0,0,1959,5875000,8/9/2017
5,ARDEN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,6048,48,36 ANACONDA STREET,10312,2,0,2,2520,1999,610000,8/25/2017
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS                  ,1,2353,47,603 WALTON AVENUE,10451,3,0,3,1650,1901,1000,1/29/2017
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS                    ,1,4723,15,327 CHESTERTON AVENUE,10306,1,0,1,2300,1970,480000,5/31/2017
4,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,5066,2103,131-03 40TH   ROAD,11354,1,0,1,0,2016,720654,5/8/2017
3,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS                    ,1,8914,24,115 ABBEY COURT,11229,1,0,1,1800,1920,240000,5/5/2017
4,ROSEDALE,02 TWO FAMILY DWELLINGS                    ,1,13667,7,148-33 WELLER LANE,11422,2,0,2,2430,1960,486000,3/24/2017
3,SHEEPSHEAD BAY,02 TWO FAMILY DWELLINGS                    ,1,7476,35,2674 BROWN STREET,11235,2,0,2,2000,1960,0,4/24/2017
1,TRIBECA,13 CONDOS - ELEVATOR APARTMENTS            ,2,140,1180,311 GREENWICH STREET,10013,1,0,1,0,0,2550000,6/27/2017
4,KEW GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,3322,135,"118-11 84TH AVENUE, 310",11415,0,0,0,0,1942,257500,4/5/2017
4,AIRPORT LA GUARDIA,12 CONDOS - WALKUP APARTMENTS              ,2,949,1012,19-45 80TH   STREET,11370,1,0,1,0,0,425000,1/17/2017
4,FLUSHING-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5042,57,"133-33 SANFORD AVE, 2B",11355,0,0,0,0,1935,350000,7/25/2017
4,CORONA,02 TWO FAMILY DWELLINGS                    ,1,1730,18,34-32 97TH   STREET,11368,2,0,2,2500,1930,0,5/16/2017
1,LITTLE ITALY,22 STORE BUILDINGS                         ,4,478,33,166 BOWERY,10012,2,2,4,2529,1900,23500000,6/6/2017
1,UPPER WEST SIDE (79-96),09 COOPS - WALKUP APARTMENTS               ,2,1249,37,"304 WEST 88TH STREET, GD",10024,0,0,0,0,1921,599000,5/25/2017
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS                    ,1,447,20,296 DEMOREST AVENUE,10314,1,0,1,3000,1930,350000,5/31/2017
4,RIDGEWOOD,02 TWO FAMILY DWELLINGS                    ,1,3424,22,1749 DEKALB AVENUE,11385,2,0,2,1817,1940,767000,6/22/2017
4,ELMHURST,10 COOPS - ELEVATOR APARTMENTS             ,2,1506,62,"41-67 JUDGE STREET, 4G",11373,0,0,0,0,1963,272000,8/23/2017
5,WEST NEW BRIGHTON,29 COMMERCIAL GARAGES                      ,4,185,150,N/A RICHMOND TERRACE,0,0,0,0,2914,0,0,3/23/2017
4,GLEN OAKS,09 COOPS - WALKUP APARTMENTS               ,2,8446,1,"73-43 260 STREET, GV81G",11004,0,0,0,0,1948,282300,7/28/2017
4,ROCKAWAY PARK,02 TWO FAMILY DWELLINGS                    ,1,16171,11,98-20 SHORE FRONT PARKWAY,11694,2,0,2,2793,2000,457000,8/29/2017
4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,7376,41,51-11 199TH   STREET,11365,1,0,1,4000,1955,898700,4/18/2017
4,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,5387,1014,42-60 157TH   STREET,11355,1,0,1,0,1987,305000,3/8/2017
1,KIPS BAY,13 CONDOS - ELEVATOR APARTMENTS            ,2,939,1019,303 EAST 33RD   STREET,10016,1,0,1,0,2009,1650000,6/14/2017
3,SHEEPSHEAD BAY,13 CONDOS - ELEVATOR APARTMENTS            ,2,7405,1088,2781A OCEAN AVENUE,11229,1,0,1,0,0,354900,5/9/2017
4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS                    ,1,15616,9,320 BEACH 12TH STREET,11691,1,0,1,3600,1935,100000,1/26/2017
4,OZONE PARK,07 RENTALS - WALKUP APARTMENTS             ,2A,11367,1,87-06 PITKIN AVENUE,11417,6,0,6,4000,1977,11411111,5/25/2017
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS                    ,1,2436,31,1261 FINDLAY AVENUE,10456,2,0,2,2542,1930,335000,1/12/2017
3,CROWN HEIGHTS,07 RENTALS - WALKUP APARTMENTS             ,2,1215,32,1400 DEAN STREET,11216,20,0,20,6000,1900,4200000,5/18/2017
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS                    ,1,5406,71,3176 RAWLINS AVE,10465,1,0,1,2125,1925,535000,1/12/2017
5,ROSEBANK,01 ONE FAMILY DWELLINGS                    ,1,2973,24,206 VIRGINIA AVENUE,10305,1,0,1,2500,2006,420000,4/11/2017
3,BOERUM HILL,13 CONDOS - ELEVATOR APARTMENTS            ,2,185,1233,465 PACIFIC STREET,11217,1,0,1,0,2016,1995000,6/22/2017
4,HOWARD BEACH,09 COOPS - WALKUP APARTMENTS               ,2,13943,1,"80-39 SHORE PARKWAY, 270",11414,0,0,0,0,1960,266000,4/6/2017
3,PARK SLOPE SOUTH,02 TWO FAMILY DWELLINGS                    ,1,1018,6,463 SIXTH AVENUE,11215,2,1,3,1800,1899,2200000,6/14/2017
4,HOLLISWOOD,10 COOPS - ELEVATOR APARTMENTS             ,2,10535,10,"87-40 FRANCIS LEWIS BLVD, A-44",11427,0,0,0,0,1953,160000,3/30/2017
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1451,23,"363 EAST 76TH STREET, 2H",10075,0,0,0,0,1963,870000,7/25/2017
5,SUNNYSIDE,02 TWO FAMILY DWELLINGS                    ,1,669,87,93 LOGAN AVENUE,10301,2,0,2,2673,1980,90000,4/20/2017
4,REGO PARK,02 TWO FAMILY DWELLINGS                    ,1,3122,5,63-39 DIETERLE CRESCENT,11374,2,0,2,4735,1940,0,5/31/2017
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS                    ,1,5406,79,3153 WATERBURY AVENUE,10465,2,0,2,4350,1940,0,4/1/2017
4,HOLLIS,01 ONE FAMILY DWELLINGS                    ,1,10918,46,109-11 208TH   STREET,11435,1,0,1,3000,1920,0,2/23/2017
3,MILL BASIN,01 ONE FAMILY DWELLINGS                    ,1,8613,5,123 INDIANA PLACE,11234,1,0,1,5100,1965,0,5/16/2017
3,BERGEN BEACH,01 ONE FAMILY DWELLINGS                    ,1,8441,48,2218 EAST 73RD STREET,11234,1,0,1,4000,1930,680000,4/27/2017
3,MADISON,02 TWO FAMILY DWELLINGS                    ,1,7337,10,2996 AVENUE T,11229,2,0,2,1800,1940,0,2/16/2017
2,SOUNDVIEW,02 TWO FAMILY DWELLINGS                    ,1,3436,128,110 LIGHTHOUSE COURT,10473,2,0,2,1696,2015,585493,4/27/2017
4,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,5193,1112,43-17 UNION STREET,11355,1,0,1,0,2005,620000,3/6/2017
4,GLENDALE,02 TWO FAMILY DWELLINGS                    ,1,3657,42,70-27 68TH   PLACE,11385,2,0,2,2200,1925,0,4/4/2017
4,ELMHURST,14 RENTALS - 4-10 UNIT                     ,2A,2474,74,85-33 GRAND AVENUE,11373,3,1,4,2293,1931,1150000,6/14/2017
4,GLENDALE,06 TAX CLASS 1 - OTHER                     ,1,3817,14,79-40 77TH AVENUE,11385,0,0,0,2000,1950,0,6/13/2017
1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,1755,1008,69 EAST 130 STREET,10037,1,0,1,0,2004,549000,6/20/2017
5,GREAT KILLS,13 CONDOS - ELEVATOR APARTMENTS            ,2,4500,1018,3465 AMBOY ROAD,10306,1,0,1,0,1979,345000,3/27/2017
3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,1,1996,4,459 FRANKLIN AVE,11238,2,0,2,1600,1931,2470000,4/13/2017
4,MIDDLE VILLAGE,13 CONDOS - ELEVATOR APARTMENTS            ,2,3054,1002,66-83 70TH   STREET,11379,1,0,1,0,2007,442000,8/3/2017
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS                    ,1,2609,41,1193 FULTON AVENUE,10456,1,0,1,8316,1899,1130000,3/17/2017
4,MIDDLE VILLAGE,03 THREE FAMILY DWELLINGS                  ,1,2794,63,69-07 CALDWELL AVENUE,11378,3,0,3,2755,1975,0,2/24/2017
4,ELMHURST,01 ONE FAMILY DWELLINGS                    ,1,1353,43,42-20 74TH   STREET,11373,1,0,1,2375,1910,0,4/20/2017
5,DONGAN HILLS-COLONY,02 TWO FAMILY DWELLINGS                    ,1,835,230,955 RICHMOND ROAD,10304,2,0,2,15478,1899,0,6/30/2017
1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,1950,1015,258 SAINT NICHOLAS AVENU,10027,1,0,1,0,2006,665000,6/9/2017
1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1496,65,"10 EAST 85TH STREET, 8B",10028,0,0,0,0,1925,1600000,7/27/2017
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,871,56,"128 EAST 16TH STREET, 1D",10003,0,0,0,0,1920,1535000,4/13/2017
1,CHELSEA,46 CONDO STORE BUILDINGS                   ,4,695,1203,521 WEST 23RD STREET,10011,0,0,1,0,0,1750000,1/18/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,5948,26,146 76TH STREET,11209,1,0,1,6560,1910,2300000,1/6/2017
3,BRIGHTON BEACH,10 COOPS - ELEVATOR APARTMENTS             ,2,8721,360,"35 SEACOAST TERRACE, 19W",11235,0,0,0,0,1962,0,8/29/2017
3,SHEEPSHEAD BAY,13 CONDOS - ELEVATOR APARTMENTS            ,0,8773,1051,1809 EMMONS AVENUE,11235,0,0,0,0,0,661862,7/26/2017
4,MIDDLE VILLAGE,02 TWO FAMILY DWELLINGS                    ,1,2826,5,78-08 58TH   AVENUE,11379,2,0,2,2100,1950,778000,3/22/2017
4,ROSEDALE,02 TWO FAMILY DWELLINGS                    ,1,13589,71,257-35 145 AVENUE,11422,2,0,2,3283,2003,0,2/1/2017
3,WILLIAMSBURG-NORTH,30 WAREHOUSES                              ,4,2294,1,16 NORTH 11 STREET,11249,0,1,1,147343,1999,0,4/19/2017
1,UPPER EAST SIDE (59-79),08 RENTALS - ELEVATOR APARTMENTS           ,2,1431,38,216 EAST 77TH   STREET,10075,20,0,20,2554,1910,0,1/30/2017
3,BAY RIDGE,10 COOPS - ELEVATOR APARTMENTS             ,2,6089,44,"9040 FT HAMILTON PKWY, 4D",11209,0,0,0,0,1955,330000,6/28/2017
3,CLINTON HILL,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,2019,1101,92 LEFFERTS PLACE,11238,1,0,1,0,2013,1375000,5/10/2017
1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1447,1002,"305 EAST 72ND   STREET, 13DE",10021,0,0,0,0,1961,1860000,8/4/2017
4,FOREST HILLS,17 CONDO COOPS                             ,2,3239,1005,"107-40 QUEENS BOULEVARD, 12E",11375,0,0,0,0,1965,822500,8/3/2017
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5110,19,2404 SNYDER AVENUE,11226,1,0,1,1328,1910,1102500,8/9/2017
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1576,1055,510 EAST 80TH   STREET,10075,1,0,1,0,1986,685000,1/18/2017
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1386,1,"900 FIFTH AVENUE, 15A",10021,0,0,0,0,1960,0,4/28/2017
3,EAST NEW YORK,01 ONE FAMILY DWELLINGS                    ,1,4320,23,766 GEORGIA AVENUE,11207,1,0,1,2000,1920,285000,6/30/2017
2,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4558,55,2919 YATES AVE,10469,1,0,1,2300,1970,417000,1/30/2017
1,GREENWICH VILLAGE-CENTRAL,10 COOPS - ELEVATOR APARTMENTS             ,2,561,45,"45 EAST 9TH STREET, 77",10003,0,0,0,0,1925,2800000,2/23/2017
1,TRIBECA,13 CONDOS - ELEVATOR APARTMENTS            ,2,16,1546,30 LITTLE WEST STREET,10004,1,0,1,0,2005,1940000,1/9/2017
4,CORONA,02 TWO FAMILY DWELLINGS                    ,1,1993,53,106-14 49TH AVENUE,11368,2,0,2,5000,1930,0,3/30/2017
1,MURRAY HILL,13 CONDOS - ELEVATOR APARTMENTS            ,2,869,1116,445 FIFTH AVENUE,10016,1,0,1,0,0,10,3/29/2017
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS                    ,1,354,114,209 EGBERT AVENUE,10310,1,0,1,2134,1996,483000,1/19/2017
5,GRANT CITY,02 TWO FAMILY DWELLINGS                    ,1,3531,40,47 DONGAN HILLS AVENUE,10306,2,0,2,4200,1955,590000,8/11/2017
4,ASTORIA,07 RENTALS - WALKUP APARTMENTS             ,2A,548,29,23-06 29TH   AVENUE,11102,6,0,6,2442,1927,0,4/20/2017
3,BOERUM HILL,47 CONDO NON-BUSINESS STORAGE              ,4,180,1131,556 STATE STREET,11217,0,0,1,0,2006,42000,6/15/2017
1,MANHATTAN VALLEY,13 CONDOS - ELEVATOR APARTMENTS            ,2,1833,3374,392 CENTRAL PARK WEST,10025,1,0,1,0,1960,1750000,7/11/2017
3,EAST NEW YORK,07 RENTALS - WALKUP APARTMENTS             ,2A,4304,77,703 MILLER AVENUE,11207,6,0,6,3000,1930,885000,4/20/2017
1,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1438,307,340 EAST 64 STREET,10065,1,0,1,0,0,0,4/13/2017
1,KIPS BAY,13 CONDOS - ELEVATOR APARTMENTS            ,2,969,1026,415 EAST 37TH   STREET,10016,1,0,1,0,1988,0,5/24/2017
1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1508,31,"179 EAST 79TH STREET, 16AB",10075,0,0,0,0,1928,6750000,6/26/2017
1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1512,52,"144 EAST 84TH STREET, 8G",10028,0,0,0,0,1962,680000,1/24/2017
1,UPPER WEST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1113,1448,1 CENTRAL PARK WEST,10023,1,0,1,0,0,3125000,7/10/2017
3,GOWANUS,03 THREE FAMILY DWELLINGS                  ,1,1003,43,233 9 STREET,11215,3,0,3,2000,1899,3000000,8/9/2017
1,TRIBECA,13 CONDOS - ELEVATOR APARTMENTS            ,2,16,3641,2 RIVER TERRACE,0,1,0,1,0,2006,1766295,2/3/2017
3,CONEY ISLAND,10 COOPS - ELEVATOR APARTMENTS             ,2,7274,1,"458 NEPTUNE AVENUE, 3L",11224,0,0,0,0,1964,350000,5/25/2017
2,MORRISANIA/LONGWOOD,05 TAX CLASS 1 VACANT LAND                 ,1B,2745,41,1149 HOE AVE,10459,0,0,0,2500,0,0,1/31/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11127,55,110-35 213TH   STREET,11429,1,0,1,3000,1920,465000,4/19/2017
4,ASTORIA,10 COOPS - ELEVATOR APARTMENTS             ,2,528,50,"33-43 14TH STREET, 11D",11106,0,0,0,0,1958,475000,7/27/2017
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,5953,240,"5900 ARLINGTON AVENUE, 11H",10471,0,0,0,0,1962,320000,2/8/2017
2,RIVERDALE,01 ONE FAMILY DWELLINGS                    ,1,5730,798,2748 ARLINGTON AVENUE,10463,1,0,1,7480,1950,1055000,5/26/2017
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1374,1,"781 FIFTH AVENUE, 30T",10022,0,0,0,0,1928,8910000,4/26/2017
3,MIDWOOD,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ,2C,6757,1312,1918 AVENUE N,11230,0,1,1,0,2015,0,2/2/2017
4,SUNNYSIDE,07 RENTALS - WALKUP APARTMENTS             ,2,138,5,43-21 49 STREET,11104,16,0,16,4000,1931,0,3/1/2017
1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1061,1170,416 WEST 52ND STREET,10019,1,0,1,0,1940,1515000,2/3/2017
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,12648,53,119-37 192ND   STREET,11412,1,0,1,3000,1930,450000,7/31/2017
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS                    ,1,3370,42,400 BURGHER AVENUE,10305,1,0,1,4100,1960,480000,6/28/2017
3,CROWN HEIGHTS,07 RENTALS - WALKUP APARTMENTS             ,2A,1375,62,1663 STERLING PLACE,11233,4,0,4,3194,1924,770000,3/3/2017
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8085,38,1404 EAST 89TH STREET,11236,2,0,2,3425,1960,0,8/7/2017
1,GRAMERCY,10 COOPS - ELEVATOR APARTMENTS             ,2,905,6,"215 EAST 24TH STREET, 506",10010,0,0,0,0,1976,607000,1/12/2017
